dataset_id,source,domain,outcome_measure,n_studies,year_median,year_range,I2,tau2,Q,pooled_effect,ci_width,total_n,reference,studies_per_year,avg_n_per_study,log_total_n,sqrt_k,I2_category
Generated_0030,generated,cardiology,OR,16,1991,6,86.66,0.8068,128.69,1.47,0.329,831,Generated from learned patterns,2.6666666666666665,51.9375,6.7226297948554485,4.0,high
Generated_0031,generated,oncology,COR,19,2021,18,59.34,0.8927,66.89,0.068,0.491,491,Generated from learned patterns,1.0555555555555556,25.842105263157894,6.19644412779452,4.358898943540674,substantial
Generated_0032,generated,cardiology,MD,11,2002,17,26.53,0.2582,9.98,1.122,0.144,3176,Generated from learned patterns,0.6470588235294118,288.72727272727275,8.063377822367027,3.3166247903554,moderate
Generated_0033,generated,oncology,HR,10,2008,4,1.08,0.0129,11.86,1.465,0.118,1539,Generated from learned patterns,2.5,153.9,7.338888133838879,3.1622776601683795,low
Generated_0034,generated,cardiology,OR,10,2013,7,2.84,0.0194,13.95,1.092,0.044,6000,Generated from learned patterns,1.4285714285714286,600.0,8.699514748210191,3.1622776601683795,low
Generated_0035,generated,psychology,HR,5,2013,3,33.09,0.0482,14.35,1.13,0.746,174,Generated from learned patterns,1.6666666666666667,34.8,5.159055299214529,2.23606797749979,moderate
Generated_0036,generated,education,OR,40,2016,6,43.03,0.0627,79.38,0.959,0.46,216,Generated from learned patterns,6.666666666666667,5.4,5.375278407684165,6.324555320336759,moderate
Generated_0037,generated,rheumatology,SMD,15,2015,13,88.97,0.2501,152.22,0.382,0.985,131,Generated from learned patterns,1.1538461538461537,8.733333333333333,4.875197323201151,3.872983346207417,high
Generated_0038,generated,psychiatry,OR,12,2007,3,6.51,0.0194,9.61,1.652,0.032,36152,Generated from learned patterns,4.0,3012.6666666666665,10.495487551091115,3.4641016151377544,low
Generated_0039,generated,rheumatology,MD,10,2011,8,5.39,0.2195,14.31,-0.652,0.17,741,Generated from learned patterns,1.25,74.1,6.608000625296087,3.1622776601683795,low
Generated_0040,generated,psychiatry,HR,26,2018,4,79.93,0.2201,106.56,1.43,0.767,168,Generated from learned patterns,6.5,6.461538461538462,5.123963979403259,5.0990195135927845,high
Generated_0041,generated,neurology,COR,25,2013,8,2.29,0.0664,22.55,0.249,0.149,907,Generated from learned patterns,3.125,36.28,6.810142450115136,5.0,low
Generated_0042,generated,infectious_disease,HR,6,1996,5,72.8,0.1366,27.16,0.496,0.092,13301,Generated from learned patterns,1.2,2216.8333333333335,9.495594499353297,2.449489742783178,substantial
Generated_0043,generated,neurology,MD,6,2019,11,4.38,0.0914,7.13,-0.779,0.136,702,Generated from learned patterns,0.5454545454545454,117.0,6.553933404025811,2.449489742783178,low
Generated_0044,generated,endocrinology,OR,7,2007,11,12.35,0.0102,5.75,0.935,0.101,3688,Generated from learned patterns,0.6363636363636364,526.8571428571429,8.212839584676484,2.6457513110645907,low
Generated_0045,generated,neurology,COR,5,2007,13,28.13,0.209,2.63,0.045,0.182,659,Generated from learned patterns,0.38461538461538464,131.8,6.490723534502507,2.23606797749979,moderate
Generated_0046,generated,psychiatry,SMD,5,2008,16,44.15,0.2791,22.64,0.975,0.048,53355,Generated from learned patterns,0.3125,10671.0,10.884722973050666,2.23606797749979,moderate
Generated_0047,generated,neurology,OR,12,2008,6,82.19,0.0727,67.0,0.515,0.483,521,Generated from learned patterns,2.0,43.416666666666664,6.255750041753367,3.4641016151377544,high
Generated_0048,generated,psychiatry,OR,5,2022,10,83.92,0.1295,32.26,0.68,0.089,11786,Generated from learned patterns,0.5,2357.2,9.374667665397858,2.23606797749979,high
Generated_0049,generated,oncology,RR,20,2013,12,37.32,0.1717,39.37,0.783,0.076,8165,Generated from learned patterns,1.6666666666666667,408.25,9.007612005404566,4.47213595499958,moderate
Generated_0050,generated,gastroenterology,OR,6,2025,3,45.87,0.3151,11.84,1.161,0.088,6664,Generated from learned patterns,2.0,1110.6666666666667,8.804475183846678,2.449489742783178,moderate
Generated_0051,generated,education,MD,26,2007,7,51.26,0.5928,43.91,1.689,0.407,1630,Generated from learned patterns,3.7142857142857144,62.69230769230769,7.396335293800808,5.0990195135927845,substantial
Generated_0052,generated,cardiology,RR,10,2020,5,78.03,0.1835,42.75,1.467,1.003,111,Generated from learned patterns,2.0,11.1,4.709530201312334,3.1622776601683795,high
Generated_0053,generated,rheumatology,RR,29,2015,6,30.63,0.0752,36.94,2.269,0.111,1677,Generated from learned patterns,4.833333333333333,57.827586206896555,7.424761761823209,5.385164807134504,moderate
Generated_0054,generated,infectious_disease,RR,5,2007,7,78.31,0.341,27.33,1.514,0.322,1139,Generated from learned patterns,0.7142857142857143,227.8,7.037905963447182,2.23606797749979,high
Generated_0055,generated,infectious_disease,OR,27,2013,12,69.49,0.6762,92.65,0.715,0.22,1182,Generated from learned patterns,2.25,43.77777777777778,7.074963197966044,5.196152422706632,substantial
Generated_0056,generated,oncology,COR,6,2011,4,68.28,4.2316,6.84,0.389,0.054,48368,Generated from learned patterns,1.5,8061.333333333333,10.786593717019239,2.449489742783178,substantial
Generated_0057,generated,neurology,HR,14,2019,13,83.7,0.2171,79.63,0.563,0.865,100,Generated from learned patterns,1.0769230769230769,7.142857142857143,4.605170185988092,3.7416573867739413,high
Generated_0058,generated,infectious_disease,MD,8,2001,3,8.98,0.1092,7.98,0.468,0.17,488,Generated from learned patterns,2.6666666666666665,61.0,6.1903154058531475,2.8284271247461903,low
Generated_0059,generated,education,HR,18,2017,6,64.7,0.2197,36.16,0.932,0.158,1678,Generated from learned patterns,3.0,93.22222222222223,7.425357887027151,4.242640687119285,substantial
Generated_0060,generated,psychiatry,COR,8,2015,17,54.37,0.3683,33.47,-0.2,0.154,2089,Generated from learned patterns,0.47058823529411764,261.125,7.644440761556566,2.8284271247461903,substantial
Generated_0061,generated,infectious_disease,SMD,23,2010,3,83.33,0.2306,133.41,0.051,0.283,1630,Generated from learned patterns,7.666666666666667,70.8695652173913,7.396335293800808,4.795831523312719,high
Generated_0062,generated,psychiatry,RR,12,2018,8,88.78,0.2028,110.94,0.703,0.256,2289,Generated from learned patterns,1.5,190.75,7.735870319952567,3.4641016151377544,high
Generated_0063,generated,education,RR,11,2008,11,40.29,0.0822,16.12,0.636,0.045,18976,Generated from learned patterns,1.0,1725.090909090909,9.850930301797453,3.3166247903554,moderate
Generated_0064,generated,psychiatry,COR,13,2011,5,9.07,0.2378,17.94,0.293,0.133,1067,Generated from learned patterns,2.6,82.07692307692308,6.9726062513017535,3.605551275463989,low
Generated_0065,generated,psychiatry,MD,38,2021,7,34.52,0.8091,70.24,2.621,0.277,786,Generated from learned patterns,5.428571428571429,20.68421052631579,6.666956792429207,6.164414002968976,moderate
Generated_0066,generated,endocrinology,SMD,11,2000,4,56.15,0.3454,46.56,-0.828,0.069,10355,Generated from learned patterns,2.75,941.3636363636364,9.245224773829685,3.3166247903554,substantial
Generated_0067,generated,oncology,MD,5,2015,6,10.46,0.1641,8.27,-3.436,0.065,21102,Generated from learned patterns,0.8333333333333334,4220.4,9.957123101702038,2.23606797749979,low
Generated_0068,generated,oncology,COR,9,2019,12,7.67,0.1691,6.72,-0.344,0.081,7403,Generated from learned patterns,0.75,822.5555555555555,8.909640602443098,3.0,low
Generated_0069,generated,cardiology,HR,12,2010,4,59.13,0.1263,40.65,1.31,0.264,2423,Generated from learned patterns,3.0,201.91666666666666,7.792761720816526,3.4641016151377544,substantial
Generated_0070,generated,infectious_disease,RR,15,2019,10,65.88,0.2203,60.96,0.753,0.218,1093,Generated from learned patterns,1.5,72.86666666666666,6.996681488176539,3.872983346207417,substantial
Generated_0071,generated,psychiatry,RR,44,2009,3,45.5,0.2253,69.87,0.9,0.093,4259,Generated from learned patterns,14.666666666666666,96.79545454545455,8.356789669923213,6.6332495807108,moderate
Generated_0072,generated,cardiology,MD,5,2018,6,61.73,4.2577,11.99,-0.746,0.095,14424,Generated from learned patterns,0.8333333333333334,2884.8,9.576648764883153,2.23606797749979,substantial
Generated_0073,generated,gastroenterology,RR,15,2004,3,2.56,0.0076,16.01,0.357,0.044,11725,Generated from learned patterns,5.0,781.6666666666666,9.36947859331448,3.872983346207417,low
Generated_0074,generated,rheumatology,MD,7,2021,3,9.0,0.082,7.09,-0.188,0.02,27379,Generated from learned patterns,2.3333333333333335,3911.285714285714,10.217531575165962,2.6457513110645907,low
Generated_0075,generated,education,SMD,8,2000,4,2.43,0.0315,3.54,-0.756,0.031,33743,Generated from learned patterns,2.0,4217.875,10.426528267381377,2.8284271247461903,low
Generated_0076,generated,cardiology,OR,5,2009,25,46.74,0.1738,18.03,1.232,0.26,2346,Generated from learned patterns,0.2,469.2,7.76046702921342,2.23606797749979,moderate
Generated_0077,generated,oncology,OR,10,2017,9,46.12,0.0917,31.96,1.126,0.059,8078,Generated from learned patterns,1.1111111111111112,807.8,8.996899596123358,3.1622776601683795,moderate
Generated_0078,generated,cardiology,RR,11,2024,8,4.43,0.0122,20.35,1.021,0.042,8742,Generated from learned patterns,1.375,794.7272727272727,9.07589427542326,3.3166247903554,low
Generated_0079,generated,psychology,HR,11,2013,22,77.33,0.2916,54.34,0.852,0.146,3569,Generated from learned patterns,0.5,324.45454545454544,8.18004072349016,3.3166247903554,high
Generated_0080,generated,cardiology,MD,10,2012,16,41.13,0.681,15.03,2.538,0.042,37893,Generated from learned patterns,0.625,3789.3,10.542521677442085,3.1622776601683795,moderate
Generated_0081,generated,infectious_disease,RR,80,2012,5,39.52,0.2174,140.97,0.818,0.178,1754,Generated from learned patterns,16.0,21.925,7.469654172932128,8.94427190999916,moderate
Generated_0082,generated,oncology,COR,10,2015,3,44.18,1.5197,22.2,-0.295,0.162,1560,Generated from learned patterns,3.3333333333333335,156.0,7.352441100243583,3.1622776601683795,moderate
Generated_0083,generated,education,HR,16,2006,4,58.87,0.0953,38.84,0.999,0.682,471,Generated from learned patterns,4.0,29.4375,6.154858094016418,4.0,substantial
Generated_0084,generated,education,RR,26,2014,12,53.25,0.178,64.85,0.721,0.235,1235,Generated from learned patterns,2.1666666666666665,47.5,7.118826249062078,5.0990195135927845,substantial
Generated_0085,generated,cardiology,SMD,6,2010,6,39.81,0.0924,12.94,0.333,0.043,9319,Generated from learned patterns,1.0,1553.1666666666667,9.139810605785655,2.449489742783178,moderate
Generated_0086,generated,gastroenterology,OR,8,2023,11,35.07,0.0668,11.82,0.994,0.028,20797,Generated from learned patterns,0.7272727272727273,2599.625,9.942564024517921,2.8284271247461903,moderate
Generated_0087,generated,rheumatology,MD,14,2017,3,67.08,1.3963,42.56,-1.981,0.568,284,Generated from learned patterns,4.666666666666667,20.285714285714285,5.648974238161206,3.7416573867739413,substantial
Generated_0088,generated,psychology,MD,7,2012,18,56.37,0.9613,11.59,0.451,0.452,292,Generated from learned patterns,0.3888888888888889,41.714285714285715,5.676753802268282,2.6457513110645907,substantial
Generated_0089,generated,rheumatology,MD,11,2005,3,82.75,0.5799,67.57,4.986,0.373,628,Generated from learned patterns,3.6666666666666665,57.09090909090909,6.4425401664681985,3.3166247903554,high
Generated_0090,generated,endocrinology,MD,12,2012,6,82.04,2.1029,53.4,-0.706,0.103,7176,Generated from learned patterns,2.0,598.0,8.878497403738631,3.4641016151377544,high
Generated_0091,generated,education,OR,12,2007,30,1.27,0.021,14.11,1.349,0.076,7105,Generated from learned patterns,0.4,592.0833333333334,8.868554040531201,3.4641016151377544,low
Generated_0092,generated,neurology,HR,5,2015,7,32.97,0.0622,14.14,1.473,0.466,121,Generated from learned patterns,0.7142857142857143,24.2,4.795790545596741,2.23606797749979,moderate
Generated_0093,generated,oncology,HR,11,2003,13,4.78,0.0166,19.64,1.552,0.236,285,Generated from learned patterns,0.8461538461538461,25.90909090909091,5.652489180268651,3.3166247903554,low
Generated_0094,generated,neurology,MD,7,1996,14,34.02,0.819,9.81,-0.349,0.354,232,Generated from learned patterns,0.5,33.142857142857146,5.44673737166631,2.6457513110645907,moderate
Generated_0095,generated,gastroenterology,HR,15,2006,7,92.57,0.2366,197.75,1.794,0.703,100,Generated from learned patterns,2.142857142857143,6.666666666666667,4.605170185988092,3.872983346207417,high
Generated_0096,generated,endocrinology,RR,5,2007,15,36.44,0.0747,8.3,1.246,0.242,728,Generated from learned patterns,0.3333333333333333,145.6,6.590301048196686,2.23606797749979,moderate
Generated_0097,generated,psychiatry,HR,7,2012,24,6.0,0.0479,12.23,0.696,0.123,1282,Generated from learned patterns,0.2916666666666667,183.14285714285714,7.156176637480615,2.6457513110645907,low
Generated_0098,generated,endocrinology,HR,9,2019,12,60.09,0.1413,26.41,1.477,0.07,8055,Generated from learned patterns,0.75,895.0,8.994048295611075,3.0,substantial
Generated_0099,generated,infectious_disease,RR,21,2020,26,62.65,0.15,45.26,0.412,0.123,5534,Generated from learned patterns,0.8076923076923077,263.5238095238095,8.618666160346871,4.58257569495584,substantial
Generated_0100,generated,neurology,HR,13,2011,30,81.19,0.3005,54.41,0.994,0.704,293,Generated from learned patterns,0.43333333333333335,22.53846153846154,5.680172609017068,3.605551275463989,high
Generated_0101,generated,psychology,COR,7,2022,9,4.06,0.1087,13.6,-0.149,0.07,2932,Generated from learned patterns,0.7777777777777778,418.85714285714283,7.983440063006542,2.6457513110645907,low
Generated_0102,generated,gastroenterology,HR,14,2012,4,6.56,0.0388,10.21,0.706,0.092,1383,Generated from learned patterns,3.5,98.78571428571429,7.232010331664759,3.7416573867739413,low
Generated_0103,generated,endocrinology,COR,23,2004,10,63.53,1.387,47.57,-0.332,0.092,10882,Generated from learned patterns,2.3,473.1304347826087,9.294865327045871,4.795831523312719,substantial
Generated_0104,generated,endocrinology,RR,9,2007,3,57.59,0.1058,12.24,1.499,0.119,4374,Generated from learned patterns,3.0,486.0,8.383433201236713,3.0,substantial
Generated_0105,generated,neurology,HR,7,2008,8,65.84,0.2348,19.78,1.53,0.055,18272,Generated from learned patterns,0.875,2610.285714285714,9.813125112455737,2.6457513110645907,substantial
Generated_0106,generated,education,COR,9,2015,5,6.66,0.0778,11.86,0.209,0.389,100,Generated from learned patterns,1.8,11.11111111111111,4.605170185988092,3.0,low
Generated_0107,generated,rheumatology,MD,8,2004,7,83.98,1.342,56.75,3.351,0.123,6471,Generated from learned patterns,1.1428571428571428,808.875,8.775085935057266,2.8284271247461903,high
Generated_0108,generated,psychiatry,HR,13,2008,3,35.58,0.104,20.44,0.811,0.321,221,Generated from learned patterns,4.333333333333333,17.0,5.3981627015177525,3.605551275463989,moderate
Generated_0109,generated,endocrinology,COR,11,2016,13,82.05,1.3972,58.78,0.316,0.629,639,Generated from learned patterns,0.8461538461538461,58.09090909090909,6.459904454377535,3.3166247903554,high
Generated_0110,generated,gastroenterology,COR,5,2005,8,56.2,1.3284,5.92,-0.4,0.337,2061,Generated from learned patterns,0.625,412.2,7.630946580890459,2.23606797749979,substantial
Generated_0111,generated,psychology,HR,12,2014,4,80.1,0.1814,61.3,0.65,0.379,536,Generated from learned patterns,3.0,44.666666666666664,6.284134161070802,3.4641016151377544,high
Generated_0112,generated,endocrinology,HR,6,1994,5,32.57,0.0834,15.17,0.704,0.039,36864,Generated from learned patterns,1.2,6144.0,10.514990744055563,2.449489742783178,moderate
Generated_0113,generated,neurology,COR,7,2008,9,8.67,0.1575,4.7,0.379,0.198,514,Generated from learned patterns,0.7777777777777778,73.42857142857143,6.2422232654551655,2.6457513110645907,low
Generated_0114,generated,oncology,SMD,7,1999,7,33.64,0.2266,9.05,0.242,0.34,209,Generated from learned patterns,1.0,29.857142857142858,5.342334251964811,2.6457513110645907,moderate
Generated_0115,generated,psychiatry,HR,8,2018,6,81.21,0.1321,45.9,0.674,0.15,3733,Generated from learned patterns,1.3333333333333333,466.625,8.224967478914584,2.8284271247461903,high
Generated_0116,generated,gastroenterology,OR,13,2013,8,55.45,0.2691,52.88,0.656,0.215,1689,Generated from learned patterns,1.625,129.92307692307693,7.4318919168078,3.605551275463989,substantial
Generated_0117,generated,oncology,COR,14,2013,3,31.71,0.4097,26.77,0.252,0.074,9994,Generated from learned patterns,4.666666666666667,713.8571428571429,9.20974019190415,3.7416573867739413,moderate
Generated_0118,generated,neurology,RR,10,2009,4,61.41,0.2001,25.08,1.05,0.604,100,Generated from learned patterns,2.5,10.0,4.605170185988092,3.1622776601683795,substantial
Generated_0119,generated,gastroenterology,COR,24,2005,5,89.22,0.8419,208.06,0.309,0.096,3969,Generated from learned patterns,4.8,165.375,8.286269452783065,4.898979485566356,high
Generated_0120,generated,oncology,SMD,18,2016,8,67.06,0.0973,63.27,-0.094,0.086,4796,Generated from learned patterns,2.25,266.44444444444446,8.475537516147405,4.242640687119285,substantial
Generated_0121,generated,psychology,SMD,10,2014,13,80.94,0.2332,76.14,-0.85,0.163,3800,Generated from learned patterns,0.7692307692307693,380.0,8.242756345714477,3.1622776601683795,high
Generated_0122,generated,psychology,MD,19,2006,5,41.95,1.0402,26.89,-2.452,0.11,5952,Generated from learned patterns,3.8,313.2631578947368,8.691482576512929,4.358898943540674,moderate
Generated_0123,generated,endocrinology,HR,11,2002,5,77.97,0.4194,46.63,0.654,0.219,1884,Generated from learned patterns,2.2,171.27272727272728,7.5411524551363085,3.3166247903554,high
Generated_0124,generated,psychiatry,COR,18,2007,3,42.26,1.0237,32.15,-0.751,0.201,447,Generated from learned patterns,6.0,24.833333333333332,6.102558594613569,4.242640687119285,moderate
Generated_0125,generated,psychiatry,HR,48,2008,30,37.54,0.0503,72.34,0.717,0.336,629,Generated from learned patterns,1.6,13.104166666666666,6.444131256700441,6.928203230275509,moderate
Generated_0126,generated,gastroenterology,OR,13,2019,7,82.97,0.1204,86.42,1.378,0.237,745,Generated from learned patterns,1.8571428571428572,57.30769230769231,6.61338421837956,3.605551275463989,high
Generated_0127,generated,cardiology,MD,19,2015,4,28.5,0.4471,26.46,1.024,0.105,3023,Generated from learned patterns,4.75,159.10526315789474,8.014004994779459,4.358898943540674,moderate
Generated_0128,generated,oncology,SMD,25,2018,6,60.15,0.2683,54.13,-0.017,0.166,1859,Generated from learned patterns,4.166666666666667,74.36,7.527793987721444,5.0,substantial
Generated_0129,generated,education,HR,11,2000,8,35.87,0.2501,12.57,1.35,0.268,387,Generated from learned patterns,1.375,35.18181818181818,5.958424693029782,3.3166247903554,moderate
Generated_0130,generated,psychiatry,SMD,28,2010,3,73.19,0.1813,97.98,-0.482,0.286,639,Generated from learned patterns,9.333333333333334,22.821428571428573,6.459904454377535,5.291502622129181,substantial
Generated_0131,generated,psychiatry,SMD,12,2011,18,66.91,0.2917,39.25,-0.057,0.258,856,Generated from learned patterns,0.6666666666666666,71.33333333333333,6.752270376141742,3.4641016151377544,substantial
Generated_0132,generated,psychiatry,RR,11,2016,4,37.97,0.0283,10.88,0.641,0.221,929,Generated from learned patterns,2.75,84.45454545454545,6.834108738813838,3.3166247903554,moderate
Generated_0133,generated,cardiology,HR,6,2013,7,38.42,0.1391,13.19,2.041,0.118,3280,Generated from learned patterns,0.8571428571428571,546.6666666666666,8.09559870137819,2.449489742783178,moderate
Generated_0134,generated,neurology,SMD,17,2008,9,83.76,0.2261,120.05,-0.095,0.768,306,Generated from learned patterns,1.8888888888888888,18.0,5.723585101952381,4.123105625617661,high
Generated_0135,generated,endocrinology,OR,8,2014,10,6.87,0.0194,8.23,0.734,0.096,2716,Generated from learned patterns,0.8,339.5,7.906915488678587,2.8284271247461903,low
Generated_0136,generated,neurology,COR,7,2012,3,43.67,2.7412,10.5,-0.016,0.068,12002,Generated from learned patterns,2.3333333333333335,1714.5714285714287,9.392828581549459,2.6457513110645907,moderate
Generated_0137,generated,neurology,HR,16,2015,8,2.62,0.0238,11.4,0.934,0.159,1787,Generated from learned patterns,2.0,111.6875,7.488293515159428,4.0,low
Generated_0138,generated,oncology,OR,28,2019,3,83.87,0.3157,182.69,1.071,0.287,648,Generated from learned patterns,9.333333333333334,23.142857142857142,6.473890696352274,5.291502622129181,high
Generated_0139,generated,cardiology,MD,18,2019,4,29.46,0.6223,13.93,3.45,0.14,2891,Generated from learned patterns,4.5,160.61111111111111,7.969357742016346,4.242640687119285,moderate
Generated_0140,generated,cardiology,RR,15,2016,11,5.0,0.0348,11.92,1.261,0.055,7378,Generated from learned patterns,1.3636363636363635,491.8666666666667,8.906257878156621,3.872983346207417,low
Generated_0141,generated,cardiology,OR,10,1999,7,72.37,0.0422,37.1,0.698,0.2,1871,Generated from learned patterns,1.4285714285714286,187.1,7.534228326274089,3.1622776601683795,substantial
